subject,lambda_theta,Pi_kPa,Pi_mmHg
3,1.0452261306532664,4.951264110218012,37.13755061038342
3,1.0461306532663317,4.985571225170488,37.39487524293826
3,1.047035175879397,5.019973829836195,37.652916107545956
3,1.0479396984924623,5.054474023262617,37.911688948364045
3,1.0488442211055276,5.089073948905832,38.171209842642064
3,1.049748743718593,5.123775795827255,38.43149520969782
3,1.0506532663316583,5.158581799924601,38.69256182015046
3,1.0515577889447236,5.193494245198348,38.95442680541963
3,1.052462311557789,5.228515465054657,39.21710766749826
3,1.0533668341708542,5.263647843646093,39.48062228900876
3,1.0542713567839195,5.298893817251331,39.744988943551675
3,1.055175879396985,5.3342558756951375,40.01022630635646
3,1.0560804020100503,5.369736563809921,40.276353465243965
3,1.0569849246231156,5.405338482940324,40.54338993191185
3,1.0578894472361808,5.4410642924921655,40.81135565355258
3,1.0587939698492461,5.476916711527248,41.0802710248155
3,1.0596984924623116,5.5128985204056065,41.350156900124695
3,1.060603015075377,5.549012562476701,41.62103460636399
3,1.0615075376884422,5.585261745821262,41.89292595594187
3,1.0624120603015075,5.62164904504542,42.16585326024858
3,1.0633165829145728,5.658177503128932,42.439839343518926
3,1.0642211055276383,5.694850233329293,42.714907557114365
3,1.0651256281407036,5.731670421143622,42.99108179423827
3,1.0660301507537688,5.768641326330306,43.26838650509961
3,1.0669346733668341,5.805766284992418,43.54684671253983
3,1.0678391959798994,5.8430487117249585,43.826488028138456
3,1.0687437185929647,5.880492101828186,44.107336668814526
3,1.0696482412060302,5.918100033589249,44.38941947394019
3,1.0705527638190955,5.955876170634407,44.67276392298384
3,1.0714572864321608,5.993824264354432,44.95739815370214
3,1.072361809045226,6.031948156405498,45.24335098089821
3,1.0732663316582913,6.070251781288327,45.53065191576685
3,1.0741708542713568,6.108739169008236,45.81933118584655
3,1.0750753768844221,6.1474144478188695,46.10941975559917
3,1.0759798994974874,6.186281847052651,46.40094934764006
3,1.0768844221105527,6.225345700040789,46.69395246463994
3,1.077788944723618,6.264610447126145,46.98846241192331
3,1.0786934673366835,6.304080638772133,47.284513320787035
3,1.0795979899497488,6.343760938771003,47.58214017256456
3,1.080502512562814,6.383656127555153,47.88137882346273
3,1.0814070351758793,6.423771105614925,48.18226603019742
3,1.0823115577889446,6.464110897026775,48.48483947645697
3,1.0832160804020101,6.504680653095743,48.78913780022299
3,1.0841206030150754,6.545485656116189,49.09520062197821
3,1.0850251256281407,6.586531323255221,49.403068573834574
3,1.085929648241206,6.6278232105629575,49.712783329612726
3,1.0868341708542713,6.669367017114392,50.024387635908546
3,1.0877386934673368,6.711168589287476,50.33792534418143
3,1.088643216080402,6.7532339251823394,50.65344144390116
3,1.0895477386934673,6.795569179186923,50.970982096793016
3,1.0904522613065326,6.838180666694023,51.29059467221852
3,1.091356783919598,6.8810748689756025,51.61232778373578
3,1.0922613065326634,6.924258438219839,51.93623132688049
3,1.0931658291457287,6.967738202736995,52.26235651821316
3,1.094070351758794,7.011521172340297,52.59075593567908
3,1.0949748743718593,7.055614543908225,52.92148356032891
3,1.0958793969849245,7.100025707134878,53.254594819450006
3,1.0967839195979898,7.1447622504754325,53.59014663116103
3,1.0976884422110553,7.189831967293903,53.92819745052399
3,1.0985929648241206,7.23524286222065,54.268807317229445
3,1.099497487437186,7.281003157727608,54.61203790491485
3,1.1004020100502512,7.327121300929198,54.95795257217556
